242.907000 34.116400 -7.892 5.628 0.293 0.318 -0.104061 20000 1.000000
243.571000 34.594300 -6.376 1.682 0.181 0.211 -0.003736 20000 1.000000
241.305000 34.824500 -10.892 5.985 0.185 0.215 -0.016655 20000 1.000000
245.068000 36.319100 -3.948 -1.021 0.204 0.242 0.020967 20000 1.000000
242.103000 34.126000 -12.947 6.642 0.227 0.243 -0.092399 20000 1.000000
242.795000 40.412800 -5.811 -0.305 0.174 0.218 -0.006753 20000 1.000000
240.970000 33.480500 -13.689 10.269 0.205 0.222 -0.051185 20000 1.000000
243.116000 34.264300 -8.075 5.221 0.201 0.233 0.023330 20000 1.000000
240.594000 34.920500 -10.8 6.486 0.186 0.215 -0.018066 20000 1.000000
243.379000 37.039900 -5.582 -0.214 0.181 0.215 0.012323 20000 1.000000
244.002000 34.000500 -5.747 0.982 0.179 0.205 -0.013259 20000 1.000000
242.935000 33.578200 -11.597 7.363 0.187 0.213 -0.003384 20000 1.000000
243.920000 35.287000 -5.279 -0.913 0.292 0.32 -0.055586 20000 1.000000
245.285000 33.610400 -4.907 0.52 0.183 0.21 -0.013589 20000 1.000000
243.947000 34.251400 -4.663 1.099 0.183 0.212 -0.010650 20000 1.000000
243.015000 33.962700 -10.254 5.558 0.192 0.217 0.000666 20000 1.000000
241.723000 34.184900 -12.132 7.757 0.237 0.261 -0.041432 20000 1.000000
242.988000 34.918600 -6.651 2.662 0.181 0.212 -0.002388 20000 1.000000
241.812000 34.292800 -11.717 6.191 0.262 0.27 -0.293887 20000 1.000000
243.128000 36.917600 -5.261 -0.964 0.201 0.232 0.013674 20000 1.000000
242.156000 42.779500 -4.506 0.96 0.177 0.231 -0.003485 20000 1.000000
240.653000 35.157300 -10.207 3.681 0.18 0.211 0.005460 20000 1.000000
235.437000 42.836100 -0.265 3.145 0.184 0.236 -0.011017 20000 1.000000
244.010000 33.655100 -6.661 1.716 0.187 0.216 0.009702 20000 1.000000
239.566000 35.939400 -5.976 4.987 0.192 0.225 -0.032005 20000 1.000000
239.569000 35.888400 -11.489 10.988 0.194 0.221 -0.015090 20000 1.000000
241.517000 33.445800 -13.221 10.448 0.191 0.217 -0.040301 20000 1.000000
241.666000 33.311600 -13.503 9.79 0.191 0.218 0.010836 20000 1.000000
241.370000 34.138600 -12.342 8.831 0.199 0.228 0.029794 20000 1.000000
242.329000 35.565300 -7.207 2.808 0.186 0.218 -0.010839 20000 1.000000
241.789000 33.876300 -17.043 7.842 0.195 0.225 0.036215 20000 1.000000
240.987000 34.806400 -10.195 5.612 0.212 0.263 -0.101204 20000 1.000000
243.664000 34.829500 -5.949 0.339 0.191 0.213 -0.015074 20000 1.000000
242.035000 34.244000 -12.112 4.055 0.215 0.262 -0.127291 20000 1.000000
237.881000 37.724100 -9.717 4.325 0.199 0.231 -0.038048 20000 1.000000
241.974000 34.333400 -12.107 7.209 0.207 0.237 -0.010417 20000 1.000000
243.234000 36.746500 -3.78 -0.069 0.2 0.231 0.031946 20000 1.000000
242.172000 34.640500 -9.275 5.989 0.197 0.228 -0.055141 20000 1.000000
241.063000 34.109600 -13.104 8.984 0.205 0.244 0.012226 20000 1.000000
241.873000 34.136700 -12.449 6.829 0.184 0.211 0.006383 20000 1.000000
242.521000 34.313800 -8.667 5.804 0.217 0.245 0.101715 20000 1.000000
242.291000 34.109900 -11.843 8.225 0.2 0.226 -0.045877 20000 1.000000
240.120000 34.414900 -13.651 9.414 0.186 0.214 -0.032765 20000 1.000000
242.427000 35.071700 -6.485 3.482 0.184 0.211 0.034216 20000 1.000000
243.431000 36.807700 -5.009 -0.618 0.238 0.27 0.032919 20000 1.000000
239.249000 35.791600 -12.84 9.8 0.185 0.217 -0.048820 20000 1.000000
242.900000 34.039100 -9.068 7.388 0.185 0.21 0.016722 20000 1.000000
244.265000 33.069800 -7.826 5.498 0.184 0.208 0.009671 20000 1.000000
240.961000 34.168400 -13.037 9.192 0.178 0.205 -0.003357 20000 1.000000
241.743000 33.861500 -13.466 8.797 0.208 0.237 -0.054345 20000 1.000000
241.476000 34.253600 -11.805 7.948 0.204 0.234 0.028696 20000 1.000000
240.629000 34.408100 -12.861 8.522 0.229 0.268 -0.032306 20000 1.000000
241.387000 34.516500 -11.944 5.775 0.183 0.209 -0.025379 20000 1.000000
243.630000 34.124100 -5.726 3.17 0.191 0.217 -0.029726 20000 1.000000
242.098000 34.082000 -13.402 7.264 0.203 0.235 -0.051469 20000 1.000000
241.603000 34.334800 -20.537 5.234 0.292 0.295 -0.240081 20000 1.000000
241.603000 34.334000 -3.232 12.53 0.308 0.286 -0.126787 20000 1.000000
244.212000 33.389800 -7.561 1.91 0.198 0.224 -0.003964 20000 1.000000
242.140000 34.413400 -10.426 6.015 0.191 0.236 -0.000058 20000 1.000000
